Name,Model,Price,City,Voivodeship,Production Year,Mileage,Engine Type,Engine Capacity
Mercedes-Benz,ATEGO 1329L,131 610 PLN,Jasienica Dolna,Opolskie,2010,316 000 km,Diesel,6 374 cm3
MAN,TGX 18.460 BLS Standard/Retarder,79 827 EUR,Sady,Wielkopolskie,2019,434 277 km,Diesel,12 419 cm3
Scania,R450 NG,369 000 PLN,Mońki,Podlaskie,2019,217 000 km,Diesel,13 000 cm3
Iveco,Eurocargo 120E21 E6 HDS / Wywrotka / Bortmatic / Pilot / 150 tys.km !!,344 400 PLN,Kraków,Małopolskie,2016,150 000 km,2016,Diesel
DAF,CF460 ATLAS 170.2,199 900 PLN,Chełm,Lubelskie,2012,380 000 km,2012,Diesel
DAF,XF460SSC,185 900 PLN,Chełm,Lubelskie,2017,404 000 km,Diesel,12 902 cm3
MAN,12.250 TGL,208 977 PLN,Chełm,Lubelskie,2017,300 000 km,2017,Diesel
MAN,26.440 TGX Palfinger PK1800I L,176 900 PLN,Chełm,Lubelskie,2011,830 000 km,2011,Diesel
MAN,18.460 TGX 4X4 HYDRO DRIVE,199 900 PLN,Chełm,Lubelskie,2017,420 000 km,2017,Diesel
Iveco,Eurocargo 120E21 E6 HDS / Wywrotka / Bortmatic / Pilot / 150 tys.km !!,344 400 PLN,Kraków,Małopolskie,2016,150 000 km,2016,Diesel
Volvo,FH13 440 KM,75 030 PLN,Raniżów,Podkarpackie,2007,1 100 000 km,2007,Diesel
Iveco,Eurocargo,541 200 PLN,Kobylanka,Zachodniopomorskie,2022,5 km,2022,Diesel
Volvo,FH4 500,325 950 PLN,Nowa Wieś,Wielkopolskie,2017,567 500 km,Diesel,12 777 cm3
Schmitz,,47 000 EUR,Nowy Dwór Mazowiecki,Mazowieckie,2019,10 km,2019,Diesel
Scania,R450 Topline,196 000 PLN,Mońki,Podlaskie,2016,664 000 km,Diesel,13 000 cm3
MAN,TGX 18.460 LLS_U Mega Retarder,67 035 EUR,Sady,Wielkopolskie,2018,472 663 km,Diesel,12 419 cm3
Renault,T 480 High Cab,299 874 PLN,Karpin,Mazowieckie,2019,597 005 km,Diesel,12 777 cm3
Iveco,Eurocargo ML 120E22,218 940 PLN,Zator,Małopolskie,2011,170 825 km,Diesel,5 880 cm3
MAN,TGX 18.460,129 150 PLN,Kutno,Łódzkie,2018,423 956 km,Diesel,12 419 cm3
DAF,XF 106 460 KM,104 900 PLN,Mońki,Podlaskie,2014,865 843 km,2014,Diesel
DAF,XF 106.460 FT,116 850 PLN,Szczecin,Zachodniopomorskie,2014,946 250 km,Diesel,12 902 cm3
Scania,R410 ADR FL I właściciel,183 270 PLN,Łubiana,Pomorskie,2015,999 000 km,2015,Diesel
Volvo,FH,175 890 PLN,Czerwonka-Parcel,Mazowieckie,2015,1 056 778 km,Diesel,12 777 cm3
DAF,XF 106 FT,239 000 PLN,Olsztyn,Warmińsko-mazurskie,2018,454 554 km,Diesel,12 902 cm3
Mercedes-Benz,1848 LS Full ADR,280 440 PLN,Łubiana,Pomorskie,2017,570 000 km,2017,Diesel
Scania,R 450 Highline / Full LED / Spr z Niemiec,299 000 PLN,Gniezno,Wielkopolskie,2018,565 000 km,Diesel,12 742 cm3
Mercedes-Benz,Sprinter,329 950 PLN,Gdynia,Pomorskie,2016,219 000 km,Diesel,2 987 cm3
Volvo,FH4 500,218 940 PLN,Raciechowice,Małopolskie,2015,817 000 km,Diesel,13 cm3
Schmitz,,57 810 PLN,Zgorzelec,Dolnośląskie,2015,500 000 km,2015,Diesel
MAN,tgl 12.250,67 650 PLN,Lipnica Murowana,Małopolskie,2011,1 157 000 km,Diesel,6 871 cm3
MAN,TGX,195 000 PLN,Żywiec,Śląskie,2019,460 000 km,Diesel,12 419 cm3
Renault,Premium,140 000 PLN,Stare Czarnowo,Zachodniopomorskie,1999,49 500 km,Diesel,9 834 cm3
Scania,R410 STREAMLINE 625tys.km!!!,209 500 PLN,Stale,Podkarpackie,2014,537 000 km,Diesel,12 742 cm3
DAF,XF 95,86 100 PLN,Miechucino,Pomorskie,2004,1 006 000 km,Diesel,12 580 cm3
MAN,TGX 18.440,22 000 EUR,Chełm,Lubelskie,2015,654 000 km,2015,Diesel
Scania,R 450 SUPER STAN Z DE BEZ EGR !!!,229 000 PLN,Ozorków,Łódzkie,2017,570 000 km,Diesel,12 904 cm3
Renault,"Premium 460 DXI EEV 6x2, HDS ATLAS udź. 2900 kg na 6 m",301 350 PLN,Kraków,Małopolskie,2013,250 000 km,2013,Diesel
MAN,TGX 18.480,26 000 EUR,Rejowiec,Lubelskie,2016,579 000 km,2016,Diesel
Volvo,FH 460,122 877 PLN,Kutno,Łódzkie,2010,1 023 266 km,Diesel,12 780 cm3
Volvo,FH500,246 000 PLN,Zielona Góra,Lubuskie,2017,713 000 km,2017,Diesel
Scania,500S,405 000 PLN,Wolbrom,Małopolskie,2019,499 000 km,Diesel,12 972 cm3
Scania,G450 MEGA Loow RETARDER KONTRAKT Z KURIERKI,114 500 PLN,Stale,Podkarpackie,2014,773 000 km,Diesel,12 742 cm3
MAN,TGS 35.360,201 720 PLN,Kutno,Łódzkie,2007,455 801 km,Diesel,10 518 cm3
DAF,XF 430,48 400 EUR,Karczew,Mazowieckie,2018,368 477 km,Diesel,12 902 cm3
Scania,R 440 PDE,118 080 PLN,Węgrzynowice,Łódzkie,2012,1 355 238 km,Diesel,12 740 cm3
DAF,XF.460 SPACE CAB EURO 6 2016r. AUTOMAT + FRUEHAUF FIRANKA - 2013r.,164 000 PLN,Bodzentyn,Świętokrzyskie,2016,755 000 km,Diesel,12 902 cm3
Renault,Premium 310,100 737 PLN,Kutno,Łódzkie,2011,829 347 km,Diesel,7 146 cm3
Mercedes-Benz,Actros,23 900 EUR,Zamość,Lubelskie,2016,498 000 km,Diesel,10 677 cm3
Mercedes-Benz,Actros MP5 2542 E6 Low Deck Mega / oś skrętna / nowy model,369 000 PLN,Kraków,Małopolskie,2020,570 000 km,2020,Diesel
Volvo,FH4,176 000 PLN,Przytyk,Mazowieckie,2016,587 554 km,Diesel,1 200 cm3
Ford,TRANSIT,139 000 PLN,Katowice,Śląskie,2018,111 000 km,Diesel,1 995 cm3
Scania,R 410,396 000 PLN,Lublin,Lubelskie,2020,476 850 km,Diesel,12 742 cm3
Volvo,FH 500,236 160 PLN,Mława,Mazowieckie,2016,877 199 km,Diesel,12 777 cm3
Jelcz STEYR,,24 999 PLN,Modliborzyce,Lubelskie,1991,52 400 km,Diesel,11 100 cm3
Volvo,fh 500 z Niemiec,279 000 PLN,Nowy Sącz,Małopolskie,2017,304 000 km,2017,Diesel
Scania,R450,196 800 PLN,Kostrzyn nad Odrą,Lubuskie,2015,1 110 189 km,Diesel,12 039 cm3
Volvo,FH 460 i-SAVE,299 000 PLN,Choroszcz,Podlaskie,2019,470 000 km,2019,Diesel
Volvo,Fh420,125 000 PLN,Katowice,Śląskie,2012,672 000 km,2012,Diesel
Mercedes-Benz,Actros 1848,55 500 EUR,Szczecin,Zachodniopomorskie,2019,515 000 km,2019,Diesel
DAF,XF 106,229 000 PLN,Olsztyn,Warmińsko-mazurskie,2018,532 682 km,Diesel,12 902 cm3
Volvo,Fh500,51 000 EUR,Katowice,Śląskie,2017,699 000 km,2017,Diesel
Mercedes-Benz,MP3,108 240 PLN,Jędrzejów,Świętokrzyskie,2010,1 350 000 km,Diesel,11 946 cm3
Renault,T440 SleeperCab,355 470 PLN,Młochów,Mazowieckie,2020,450 000 km,Diesel,12 777 cm3
Irisbus,CROSSWAY/ KRÓTKI 10.60 METRA / KLIMATYZACJA / MANUAL / EURO 5,206 640 PLN,Bodzentyn,Świętokrzyskie,2010,438 000 km,Diesel,7 790 cm3
DAF,XF,134 000 PLN,Żerań Duży,Mazowieckie,2015,936 032 km,Diesel,13 cm3
Volvo,FH13 540 FH4 540 4X4 X-TRACK HYDRODRIVE HYDRAULIKA DO WYWROTU HYVA POD WYWROTKĘ NACZEPĘ RUCHOMĄ PODŁOGĘ NA BUDOWĘ Z NAPĘDAMI CIĄGNIK SIODŁOWY KLIMATYZACJA POSTOJOWA WEBASTO WODNE RADAR ACC TERBERG,190 000 PLN,Katowice,Śląskie,2012,693 580 km,Diesel,12 777 cm3
Scania,R450,134 000 PLN,Ostrołęka,Mazowieckie,2014,1 051 677 km,Diesel,12 742 cm3
Scania,S450 / ACC / PEŁNY SERWIS / Z NIEMIEC,329 000 PLN,Kowala,Mazowieckie,2018,550 000 km,Diesel,12 742 cm3
MAN,TGL 02,123 000 PLN,Przeworsk,Podkarpackie,2011,433 521 km,Diesel,4 580 cm3
Scania,R410 E6 Streamline-Highline Retarder Automat Hydraulika,155 000 PLN,Brzeg,Opolskie,2015,735 000 km,Diesel,12 742 cm3
Volvo,FE 320,147 600 PLN,Mrocza,Kujawsko-pomorskie,2008,298 000 km,Diesel,7 146 cm3
Scania,"G450 BUDOWLANA,Z KONTRAKTU,DOBRA WAGA",172 500 PLN,Stale,Podkarpackie,2017,525 000 km,Diesel,12 742 cm3
MAN,TGX=26.440=6X2=FIRANKA=7.80M=BDE,112 800 PLN,Kielce,Świętokrzyskie,2015,857 350 km,Diesel,12 419 cm3
Scania,P 340  CNG,437 880 PLN,Mrocza,Kujawsko-pomorskie,2018,71 500 km,CNG,9 291 cm3
Renault,Premium 310,93 357 PLN,Kutno,Łódzkie,2011,638 208 km,Diesel,7 146 cm3
Iveco,TRAKKER 440 8x4 Meiller HYDOBURTA KAMERA RETARDER,159 500 PLN,Stale,Podkarpackie,2006,554 000 km,Diesel,12 882 cm3
Renault,Magnum 460 DXI,28 500 PLN,Siedliska,Mazowieckie,2007,1 200 000 km,2007,Diesel
Scania,R450 Topline 6x2/4 Pusher Full Air,179 000 PLN,Mońki,Podlaskie,2015,870 000 km,Diesel,13 000 cm3
Volvo,FM420,94 900 PLN,Kielce,Świętokrzyskie,2005,550 000 km,Diesel,12 777 cm3
Iveco,Daily 65C14,157 440 PLN,Mrocza,Kujawsko-pomorskie,2010,112 000 km,CNG,2 998 cm3
Volvo,FH,43 000 EUR,Hanulin,Wielkopolskie,2016,974 700 km,Diesel,12 777 cm3
Mercedes-Benz,ACTROS 1845,100 737 PLN,Starogard Gdański,Pomorskie,2014,1 021 016 km,Diesel,12 850 cm3
Scania,G410,353 010 PLN,Szklarka Myślniewska,Wielkopolskie,2017,499 900 km,Diesel,12 742 cm3
Iveco,Eurocargo 160E25,196 800 PLN,Kraków,Małopolskie,2016,380 000 km,2016,Diesel
Volvo,Fh 440,47 000 PLN,Wołomin,Mazowieckie,2007,1 350 000 km,2007,Diesel
DAF,XF 460,78 000 PLN,Ławy,Mazowieckie,2012,1 000 200 km,2012,Diesel
Scania,"R450 wersja bez EGR, Serwisowana do końca w SCANIA Polska",159 900 PLN,Szczecin,Zachodniopomorskie,2015,1 050 000 km,2015,Diesel
Scania,,244 770 PLN,Skarszewy,Pomorskie,2014,260 000 km,2014,Diesel
DAF,XF 105.460,60 900 PLN,Białogard,Zachodniopomorskie,2013,1 113 551 km,Diesel,12 902 cm3
Mercedes-Benz,2529 Axor,43 788 PLN,Przeźmierowo,Wielkopolskie,2011,301 432 km,Diesel,6 374 cm3
Mercedes-Benz,AXOR 1824,232 470 PLN,Sosnowiec,Śląskie,Niski przebieg,2011,7 970 cm3,25 400 km
Mercedes-Benz,2529 Axor,50 553 PLN,Przeźmierowo,Wielkopolskie,2009,359 936 km,Diesel,6 374 cm3
Mercedes-Benz,2629 Axor,43 665 PLN,Przeźmierowo,Wielkopolskie,2011,322 655 km,Diesel,6 374 cm3
DAF,XF 480 FT (27077),280 440 PLN,Gdańsk,Pomorskie,2018,473 405 km,2018,Diesel
Renault,430 P4x2 E6 / MAGYAR 1.CT 1.CPT,313 650 PLN,Kraków,Małopolskie,2016,430 000 km,2016,Diesel
DAF,XF460 FT,100 000 PLN,Barlinek,Zachodniopomorskie,2014,898 000 km,Diesel,13 000 cm3
Scania,R450 Topline Pusher 6X2/4,179 000 PLN,Mońki,Podlaskie,2014,709 000 km,Diesel,13 000 cm3
Mercedes-Benz,Actros,135 300 PLN,Krzeszowice,Małopolskie,2015,808 000 km,Diesel,12 809 cm3
Volvo,FM 430*6x2*hakowiec*Meiller 21T,145 000 EUR,Łódź,Łódzkie,2023,200 km,2023,Diesel
Iveco,EUROTECH,68 880 PLN,Skoki,Wielkopolskie,2000,600 000 km,Diesel,7 790 cm3
MAN,TGA03,99 630 PLN,Skoki,Wielkopolskie,2004,980 000 km,Diesel,12 816 cm3
DAF,XF 480 FT  / LED / STANDARD / OPONY 90%  /,195 000 PLN,Jedlińsk,Mazowieckie,2018,550 000 km,Diesel,12 902 cm3
MEGA ELEKTRIK RM,,39 000 PLN,Środa Wielkopolska,Wielkopolskie,Niski przebieg,2014,Elektryczny,15 214 km
MAN,TGA 18.430,58 794 PLN,Dąbrowa Górnicza,Śląskie,2005,470 110 km,Diesel,10 518 cm3
DAF,XF,55 350 EUR,Paproć,Wielkopolskie,2019,487 000 km,2019,Diesel
DAF,XF 106-480,76 000 EUR,Choroszcz,Podlaskie,2021,248 000 km,2021,Diesel
Scania,S500A4X2NA Retarder Navi Lodówka po kontrakcie serwisowym Bogata,89 790 EUR,Tarnowo Podgórne,Wielkopolskie,2018,458 145 km,Diesel,12 742 cm3
Iveco,STRALIS 440 HI-ROAD,174 000 PLN,Tuliszków,Wielkopolskie,2017,351 711 km,Diesel,11 120 cm3
DAF,105XF460 EURO 5/MANUAL/ RETARDER/ STANDARD/ 2008r,43 000 PLN,Praszka,Opolskie,2008,1 350 079 km,2008,Diesel
Volvo,FH 500  / GLOBETROTTER  XL /   STANDARD  /  2 ZBIORNIKI /,297 000 PLN,Jedlińsk,Mazowieckie,2019,495 000 km,Diesel,12 777 cm3
MAN,TGX,128 000 PLN,Tomaszów Mazowiecki,Łódzkie,2016,610 000 km,2016,Diesel
Mitsubishi,Fuso Canter 7C18 Wywrotka,49 999 PLN,Prochowice,Dolnośląskie,2008,300 000 km,Diesel,4 899 cm3
Renault,PREMIUM,58 000 PLN,Włodowice,Śląskie,2000,692 782 km,2000,Diesel
Scania,"Po Złotym Kontrakcie, Klima Postojowa / Dealer",315 000 PLN,Nadarzyn,Mazowieckie,2019,520 990 km,Diesel,12 742 cm3
Scania,Po Kurierce,106 900 EUR,Nadarzyn,Mazowieckie,2022,141 348 km,Diesel,12 742 cm3
Volvo,FH4 500 / GLOBETROTTER XL / EURO 6 / STANDARD / I-SHIFT / ACC / ZŁOTY KONRATKT FUL SERWIS ASO / NOWE OPONY / JAK NOWY !!!!,187 900 PLN,Daleszyce,Świętokrzyskie,2015,890 000 km,Diesel,12 777 cm3
Scania,G 450/Euro 6/Bez Egr,131 900 PLN,Jelenia Góra,Dolnośląskie,2015,661 000 km,Diesel,12 700 cm3
MAN,TGS 32.400 / SPROWADZONY Z FRANCJI/ LIEBHERR 9M3 / UAL / EEV,248 000 PLN,Bodzentyn,Świętokrzyskie,2012,298 000 km,2012,Diesel
Volvo,FH 540 Sprowadzony,232 000 PLN,Sompolno,Wielkopolskie,2017,745 000 km,Diesel,12 777 cm3
Scania,"R 450 Pełna opcja, Sprowadzona, 2 zbiorniki",284 000 PLN,Sompolno,Wielkopolskie,2018,480 000 km,Diesel,12 742 cm3
Scania,,99 500 EUR,Nadarzyn,Mazowieckie,2018,537 630 km,2018,Diesel
Scania,"R 500 Sprowadzona, Hydraulika,4 Poduszki",277 000 PLN,Sompolno,Wielkopolskie,2018,670 000 km,2018,Diesel
Scania,R450,249 000 PLN,Kielce,Świętokrzyskie,2018,670 000 km,2018,Diesel
Scania,R450,274 000 PLN,Kielce,Świętokrzyskie,2017,619 000 km,2017,Diesel
Volvo,FH420,33 210 PLN,Debrzno,Pomorskie,1998,960 000 km,1998,Diesel
Mercedes-Benz,Actros 1830 Euro6 4x2 / Gniotpol / Przejazdowy / 120 m3 / 4 zestawy,295 200 PLN,Kraków,Małopolskie,2017,600 000 km,2017,Diesel
Volkswagen,Crafter,62 000 PLN,Opole,Opolskie,2008,343 696 km,Diesel,2 498 cm3
Mercedes-Benz,Sprinter 519,338 250 PLN,Mińsk Mazowiecki,Mazowieckie,2020,87 000 km,Diesel,3 000 cm3
DAF,FT XF460,92 250 PLN,Ruda Śląska,Śląskie,2013,1 100 000 km,Diesel,12 902 cm3
Scania,R420,90 000 PLN,Gdynia,Pomorskie,2008,742 000 km,Diesel,12 000 cm3
Mercedes-Benz,"Atego 1018 / Euro 5 / Chłodnia / Bitemperatura / DMC 10,5t",141 450 PLN,Kraków,Małopolskie,2011,360 000 km,2011,Diesel
Volvo,FH4 460,156 000 PLN,Mniów,Świętokrzyskie,2015,880 000 km,2015,Diesel
MAN,TGX 18.440,89 000 PLN,Kielce,Świętokrzyskie,2014,900 000 km,2014,Diesel
Scania,R 450 Full LED / Hydraulika / Spr z Niemiec,327 000 PLN,Gniezno,Wielkopolskie,2018,362 000 km,Diesel,12 742 cm3
Mercedes-Benz,Antos 2540 Chłodnia Bitemperatura 19 palet / 190 tys.km / oś skrętna,485 850 PLN,Kraków,Małopolskie,2018,190 000 km,2018,Diesel
Scania,R 500 Full LED / Hydraulika / Navi / Spr z Niemiec,279 000 PLN,Gniezno,Wielkopolskie,2017,838 000 km,Diesel,12 742 cm3
Mercedes-Benz,Atego 1218 / Euro 6 / 20 europalet / winda / 200 tys.km !!,202 950 PLN,Kraków,Małopolskie,2017,200 000 km,2017,Diesel
Volvo,FMX 500 6X4,209 000 PLN,Wolbrom,Małopolskie,2014,258 000 km,Diesel,12 777 cm3
MAN,TGX 26.480 PALFINGER 48002E,399 900 PLN,Jedlińsk,Mazowieckie,2012,905 000 km,Diesel,12 777 cm3
Scania,R500,270 000 PLN,Lubsza,Opolskie,2018,586 000 km,Diesel,12 742 cm3
Scania,R450 NTG RETARDER AUTOMAT,50 900 EUR,Gliwice,Śląskie,2018,799 000 km,Diesel,12 742 cm3
Mercedes-Benz,Atego,93 900 PLN,Gołaczewy Kol. Chełmska,Małopolskie,2015,152 689 km,Diesel,5 132 cm3
Scania,R 450 bez EGR / STANDARD / RETARDER /  ACC /,309 500 PLN,Daleszyce,Świętokrzyskie,2019,450 000 km,2019,Diesel
Mercedes-Benz,Atego,99 900 PLN,Gołaczewy Kol. Chełmska,Małopolskie,2015,152 689 km,Diesel,5 132 cm3
Scania,R 420 HPI Topline,87 900 PLN,Łowicz,Łódzkie,2012,999 900 km,Diesel,12 000 cm3
Scania,R450 EURO 6 KLIMA POSTOJOWA ACC RETARDER AUTOMAT OSŁONY MIĘDZYOSIOWE,319 900 PLN,Gliwice,Śląskie,2019,420 000 km,Diesel,12 742 cm3
Peugeot,Boxer,54 120 PLN,Krzeszowice,Małopolskie,2017,200 000 km,Diesel,2 000 cm3
Scania,R450 NTG RETARDER 4 PODUSZKI OSŁONY MIĘDZYOSIOWE,245 500 PLN,Gliwice,Śląskie,2017,640 000 km,Diesel,12 742 cm3
Volvo,FH 500 XL,54 500 EUR,Choroszcz,Podlaskie,2018,600 000 km,2018,Diesel
Volvo,FH,265 000 PLN,Sulnowo,Kujawsko-pomorskie,2018,580 500 km,2018,Diesel
Mercedes-Benz,Axor 1824,185 000 PLN,Jedlnia-Letnisko,Mazowieckie,2012,50 000 km,2012,Diesel
MAN,TGL 12.220 Burto-firanka Firana Winda 1500 kg HYDRAULIKA PTO Manual Blokada Mostu Klima Pierwszy właściciel Niski Przebieg 12.250 12.180 TGM Atego Midlum Eurocargo,84 900 PLN,Klucze,Małopolskie,2013,546 691 km,Diesel,4 580 cm3
Iveco,Mitsubishi Canter Fuso | 7C18 | Nowa Wywrotka | Silnik,104 427 PLN,Daleszyce,Świętokrzyskie,2012,127 000 km,Diesel,2 998 cm3
Scania,R 450,201 707 PLN,Kutno,Łódzkie,2015,986 041 km,Diesel,12 742 cm3
Scania,"S450 FULL LED,ALU,SKÓRA",309 900 PLN,Chełm,Lubelskie,2018,440 000 km,2018,Diesel
DAF,XF480SSC,199 900 PLN,Chełm,Lubelskie,2018,490 000 km,2018,Diesel
Scania,G410,259 900 PLN,Chełm,Lubelskie,2018,540 000 km,2018,Diesel
Volvo,FH500XL,146 900 PLN,Chełm,Lubelskie,2014,900 000 km,2014,Diesel
DAF,XF 106 480 SSC LOW DECK / MEGA,257 000 PLN,Daleszyce,Świętokrzyskie,2019,498 000 km,2019,Diesel
Mercedes-Benz,AXOR 2529,184 498 PLN,Gdańsk,Pomorskie,2013,165 000 km,2013,Diesel
MAN,TGS 18.500 4X2 NISKA WAGA*Intarder*Przystawka,189 000 PLN,Opole,Opolskie,2018,450 023 km,Diesel,12 419 cm3
Mercedes-Benz,ACTROS MP3 / 2648 / 6X4 / MEILLER KIPPER 3-STRONNY,269 800 PLN,Kowala,Mazowieckie,2010,290 000 km,Diesel,11 946 cm3
MAN,TGX 26.360 E6 Chłodnia 20 palet / Thermo King SL-200 / 220 tys.km !!,485 850 PLN,Kraków,Małopolskie,2018,220 000 km,2018,Diesel
MAN,TGS 35.440 8X4 / DMC 34 T / UAL / ŁADOWNOŚĆ 20 TON !!!,349 000 PLN,Kowala,Mazowieckie,2016,390 000 km,Diesel,12 419 cm3
Scania,,362 000 PLN,Nowy Dwór Mazowiecki,Mazowieckie,2019,485 000 km,2019,Diesel
Iveco,,89 200 PLN,Daleszyce,Świętokrzyskie,2013,200 000 km,Diesel,2 998 cm3
Scania,R 450 /MEGA/ PO KONTRAKCIE SERWISOWYM / IDEALNA,299 800 PLN,Kowala,Mazowieckie,2019,380 000 km,Diesel,12 742 cm3
DAF,XF 530,63 000 EUR,Karczew,Mazowieckie,2020,375 456 km,Diesel,12 902 cm3
Volvo,FH 500 XXL / ACC / XENON / PEŁNY SERWIS,229 900 PLN,Kowala,Mazowieckie,2017,690 000 km,Diesel,12 777 cm3
DAF,XF480 SSC / ACC / KLIMATYZACJA POSTOJOWA / Z NIEMIEC,209 800 PLN,Kowala,Mazowieckie,2018,570 000 km,2018,Diesel
DAF,CF65,130 000 PLN,Szczecin,Zachodniopomorskie,2014,800 000 km,Diesel,7 000 cm3
MAN,TGX,69 000 PLN,Świebodzin,Lubuskie,2010,1 562 000 km,2010,Diesel
Renault,Gama T440 High Sleeper Cab,293 970 PLN,Młochów,Mazowieckie,2018,518 153 km,Diesel,12 777 cm3
Renault,T460,107 000 PLN,Alwernia,Małopolskie,2015,908 000 km,2015,Diesel
Scania,"R450, 2015/2016, cała na poduszkach, białe skóry, super wnętrze",177 000 PLN,Kielce,Świętokrzyskie,2015,880 000 km,2015,Diesel
MAN,TGX,215 000 PLN,Nowa Słupia,Świętokrzyskie,2019,590 960 km,Diesel,12 419 cm3
MAN,TGX,64 900 PLN,Łabowa,Małopolskie,2011,1 080 000 km,Diesel,12 419 cm3
MAN,TGS 26.360 z HDS PK 18002/ składany w Z/pilot/manual,319 000 PLN,Łomnica,Dolnośląskie,2014,444 000 km,2014,Diesel
MAN,TGS 41.440,399 750 PLN,Suchodół,Mazowieckie,2015,352 000 km,Diesel,12 419 cm3
Mercedes-Benz,1829 Axor z HDS HIAB 122 / składany w Z / pilot /,229 000 PLN,Łomnica,Dolnośląskie,2013,346 000 km,2013,Diesel
Renault,T460,167 000 PLN,Miechów,Małopolskie,2015,730 000 km,Diesel,10 800 cm3
Mercedes-Benz,2644/Actros/6x4/Palfinger PK 22002,379 000 PLN,Łomnica,Dolnośląskie,2013,427 000 km,Diesel,11 946 cm3
DAF,XF106.460,169 740 PLN,Bukowice,Dolnośląskie,2015,780 097 km,Diesel,13 000 cm3
Volvo,VOLVO FMX 460 E6 8×6 / WYWROTKA KH KIPPER,738 000 PLN,Kraków,Małopolskie,2020,50 000 km,Diesel,12 777 cm3
FUSO,Mitsubishi CANTER,18 450 PLN,Szczecin,Zachodniopomorskie,Niski przebieg,2006,3 908 cm3,108 894 km
DAF,FAR XF 450,39 000 EUR,Karczew,Mazowieckie,2017,542 532 km,Diesel,11 000 cm3
Volvo,BDF FH 460 / ACC / KLIMA POSTOJOWA / Z NIEMIEC,289 900 PLN,Kowala,Mazowieckie,2017,380 000 km,Diesel,12 777 cm3
DAF,LF,159 000 PLN,Wolbrom,Małopolskie,2015,335 000 km,Diesel,6 700 cm3
Scania,R450A4X2NA Nowe Opony! Retarder Lodówka,356 700 PLN,Tarnowo Podgórne,Wielkopolskie,2019,491 276 km,Diesel,12 742 cm3
MAN,TGX 18.460 4X2 GWARANCJA*FABRYCZNA,199 000 PLN,Opole,Opolskie,2019,431 595 km,Diesel,12 419 cm3
Mercedes-Benz,ACTROS STREAM SPACE 18.420  Z NIEMIEC,147 900 PLN,Kowala,Mazowieckie,2016,720 000 km,Diesel,12 809 cm3
DAF,"XF 105.460 SSC ,  Intarder",129 150 PLN,Wałcz,Zachodniopomorskie,2013,1 080 000 km,Diesel,12 902 cm3
DAF,XF 450 FAR / Euro 6 / 6x2 / BDF Firanka / Standard,399 750 PLN,Kraków,Małopolskie,2019,450 000 km,2019,Diesel
Volvo,FH,53 874 EUR,Białogard,Zachodniopomorskie,2016,612 000 km,Diesel,12 777 cm3
Scania,R450,51 045 EUR,Warszawa,Mazowieckie,2017,770 000 km,2017,Diesel
Iveco,STRALIS 460 PRZYGOTOWANY W ASO IVECO!,149 900 PLN,Łódź,Łódzkie,2017,557 591 km,Diesel,11 120 cm3
Iveco,Stralis 460 STANDARD. Przygotowany!!,179 580 PLN,Łódź,Łódzkie,2017,561 881 km,Diesel,11 120 cm3
Volvo,FH 12,49 198 PLN,Stargard Szczeciński,Zachodniopomorskie,2004,1 897 774 km,Diesel,12 132 cm3
Scania,R450A4X2NA Retarder Lodówka Pełna Historia,110 700 EUR,Tarnowo Podgórne,Wielkopolskie,2021,279 299 km,2021,Diesel
Scania,R450,179 000 PLN,Mońki,Podlaskie,2017,692 000 km,Diesel,13 000 cm3
MAN,TGX 18.460 4X2 BLS XLX LGS  PO KONTRAKCIE SERWISOWYM ŚWIEŻE SERWISY  TopUsed,204 900 PLN,Żerniki,Wielkopolskie,2018,623 164 km,Diesel,12 419 cm3
Scania,R410A4X2EB MEGA EURO 6 RETARDER,275 000 PLN,Gliwice,Śląskie,2019,517 497 km,Diesel,12 742 cm3
Mercedes-Benz,ACTROS 2648 WIEDEMANN,390 000 PLN,Bydgoszcz,Kujawsko-pomorskie,2009,365 000 km,2009,Diesel
Volvo,FH,65 190 PLN,Konstantynów,Lubelskie,2008,1 022 000 km,Diesel,12 777 cm3
Mercedes-Benz,Axor 1833,215 250 PLN,Poznań,Wielkopolskie,2011,313 800 km,Diesel,7 201 cm3
MAN,TGX,119 900 PLN,Oleśnica,Dolnośląskie,2015,700 000 km,Diesel,12 419 cm3
Scania,124L 420KM,47 970 PLN,Kwidzyn,Pomorskie,2003,1 200 000 km,Diesel,1 240 cm3
DAF,LF55 asenizacyjny 10m3 nowy JUROP PN84,116 850 PLN,Sosnowiec,Śląskie,2007,648 000 km,2007,Diesel
MAN,TGX 18.440,70 725 PLN,Krzyż Wielkopolski,Wielkopolskie,2008,1 378 000 km,Diesel,10 518 cm3
DAF,XF 460 // NOWE OPONY // XENON // KLIMA POSTOJOWA //,149 900 PLN,Daleszyce,Świętokrzyskie,2016,699 000 km,Diesel,12 902 cm3
Mercedes-Benz,1845 LS 4X2,31 000 EUR,Bydgoszcz,Kujawsko-pomorskie,2017,797 921 km,Diesel,12 890 cm3
Renault,S150 - KIPER MEILLER - DMC 10T - SPALANIE 16L,49 000 PLN,Radom,Mazowieckie,1999,228 000 km,Diesel,4 000 cm3
Volvo,FH 460 Globetrotter sprowadzony niemcy,269 800 PLN,Lelis,Mazowieckie,2018,570 230 km,Diesel,12 777 cm3
