Name,Model,Price,City,Voivodeship,Production Year,Mileage,Engine Type,Engine Capacity
DAF,"XF430 ciągnik siodłowy 6x2 serwis, gwarancja, wynajem/sprzedaż",232 470 PLN,Bielsko-Biała,Śląskie,2016,720 000 km,Diesel,10 837 cm3
Volvo,FH13 XXL MANUAL 420 EURO 5 2011 r MEGA klima dachowa,89 000 PLN,Daleszyce,Świętokrzyskie,2011,1 560 900 km,2011,Diesel
MAN,TGX 18.440 // 2009 Rok // XXL // Manual // 2 Zbiorniki // + Schwarzmuller Burto-Firanka 2007 Rok //,120 171 PLN,Laskowa,Małopolskie,2009,1 276 139 km,2009,Diesel
Scania,P450 HIGHLINE *9/2018* Navi,71 000 EUR,Sanniki,Mazowieckie,2019,203 000 km,2019,Diesel
Renault,Prenium,49 200 PLN,Strzelin,Dolnośląskie,2006,750 000 km,Diesel,10 837 cm3
Renault,MIDLUM 220.16,12 300 PLN,Strzelin,Dolnośląskie,2004,770 000 km,Diesel,6 174 cm3
Iveco,TRAKKER 450 / 8x4/ 2018/ WYWROTKA S1,92 590 EUR,Koszyce,Koszyce,2018,121 310 km,2018,Diesel
Iveco,TRAKKER 450 6x6 PM 44S HDS Żuraw Fly Jib Kosz Cran Kran Basket,608 850 PLN,Starachowice,Świętokrzyskie,2008,379 000 km,2008,Diesel
DAF,xf 440,166 050 PLN,Tarnowo Podgórne,Wielkopolskie,2016,837 951 km,Diesel,10 837 cm3
MAN,TGX,196 800 PLN,Stegna,Mazowieckie,2017,543 000 km,2017,Diesel
MAN,TGS 26.440,84 870 PLN,Jasienica Dolna,Opolskie,2014,999 999 km,Diesel,10 518 cm3
Volvo,FE 250,116 900 PLN,Łaziska Górne,Śląskie,2016,505 000 km,Diesel,7 980 cm3
Volvo,FE 240 4x2 HMF 1560 K3 HDS Żuraw Rotator Crane Kran,207 255 PLN,Starachowice,Świętokrzyskie,2007,354 000 km,2007,Diesel
MAN,TGS 18.440,57 000 PLN,Klebark Wielki,Warmińsko-mazurskie,2009,622 307 km,Diesel,10 518 cm3
Mercedes-Benz,Actros 2644,673 425 PLN,Mierzyn,Świętokrzyskie,2008,203 478 km,Diesel,11 946 cm3
MAN,TGS 33.430 6x4 EURO6 SKRZYNIA Z HDS PALFINGER PK 24001,239 850 EUR,Dąbrowa,Opolskie,2022,14 365 km,Diesel,12 419 cm3
MAN,TGX 26.460 EURO 6,34 900 EUR,Kozerki,Mazowieckie,2018,631 000 km,Diesel,12 419 cm3
MAN,TGX XLX 18.460 Retarder,185 500 PLN,Nowy Tomyśl,Wielkopolskie,2017,645 000 km,Diesel,12 419 cm3
MAN,TGX XLX 18.440 Hydraulika do wywrotu.,179 900 PLN,Nowy Tomyśl,Wielkopolskie,2016,525 000 km,Diesel,12 419 cm3
MAN,TGA 26.400 EURO 5,44 280 PLN,Przedecz,Wielkopolskie,2007,436 639 km,2007,Diesel
Renault,T460,142 680 PLN,Sompolno,Wielkopolskie,2015,493 000 km,Diesel,10 890 cm3
DAF,CF,134 070 PLN,Susz,Warmińsko-mazurskie,2006,628 126 km,Diesel,9 186 cm3
DAF,XF480FT,40 900 EUR,Zaleszany,Podkarpackie,2019,990 000 km,2019,Diesel
DAF,"LF 55 EURO 6 FIRANA 8,8M 250KM",146 370 PLN,Kielce,Świętokrzyskie,2016,650 000 km,2016,Diesel
MAN,TGX  18.460,168 000 PLN,Jasień,Lubuskie,2017,580 000 km,Diesel,11 000 cm3
Renault,KERAX 380 DXI / 6 X 4 / 2 STR WYWROTKA + HDS PALFINGER PK12002 / HYDROBURTA / PILOT /,295 000 PLN,Bodzentyn,Świętokrzyskie,2012,272 000 km,Diesel,10 837 cm3
Scania,R450 EURO 6 LOW DECK/MEGA TOPLINE OPTICRUISE,159 900 PLN,Gliwice,Śląskie,2016,840 000 km,Diesel,12 742 cm3
MAN,TGX 18.480  FRANCJA-EURO 6 -XLX- STAN IDEALNY -NAVI,155 999 PLN,Brudzowice,Śląskie,2016,499 000 km,Diesel,12 419 cm3
Mercedes-Benz,AROCS 4142 8x6 EURO6 WYWROTKA TRÓJSTRONNA Z BORDMATIKIEM,159 777 EUR,Dąbrowa,Opolskie,2021,40 543 km,Diesel,12 809 cm3
DAF,XF 460 FT,189 000 PLN,Sobiekursk,Mazowieckie,2017,562 000 km,Diesel,12 902 cm3
MAN,TGX 18-440,115 000 PLN,Mniów,Świętokrzyskie,2015,828 000 km,Diesel,12 419 cm3
Scania,R 2018r 370000km ! ACC FULL LED NAVI DE 551,332 000 PLN,Gniezno,Wielkopolskie,2018,370 000 km,Diesel,12 742 cm3
DAF,CF/75.310/HDS+Wywrot-3str/Blokada mostu/,109 000 PLN,Bodzentyn,Świętokrzyskie,2002,409 753 km,Diesel,9 200 cm3
DAF,XF 105 460,67 500 PLN,Siedlce,Mazowieckie,2010,969 600 km,Diesel,12 902 cm3
Volvo,FM9,36 285 PLN,Jasienica Dolna,Opolskie,2006,624 000 km,Diesel,9 365 cm3
Iveco,EUROCARGO,50 430 PLN,Będzin,Śląskie,2013,658 500 km,2013,Diesel
Scania,S 450 / I-PARK COOL / RETARDER / NAVI / EURO 6 / 2019 R /,359 900 PLN,Bodzentyn,Świętokrzyskie,2019,571 000 km,Diesel,12 742 cm3
Iveco,STRALIS 460XP,115 000 PLN,Mniów,Świętokrzyskie,2017,761 000 km,Diesel,11 120 cm3
Mercedes-Benz,Atego 1524 Zamiatarka,170 355 PLN,Sierakowice,Pomorskie,2009,297 732 km,Diesel,4 249 cm3
Mercedes-Benz,,26 000 PLN,Gorzów Wielkopolski,Lubuskie,2001,502 000 km,Diesel,4 300 cm3
MAN,TGX / 18.460 / EURO 6 / ACC / XXL / RETARDER / MAŁY PRZEBIEG,226 000 PLN,Bodzentyn,Świętokrzyskie,2018,360 000 km,Diesel,12 419 cm3
Volvo,FE 280,133 000 PLN,Grzymałków,Świętokrzyskie,2007,682 300 km,Diesel,7 146 cm3
Scania,R450! Klima postojowa !!,319 000 PLN,Rzgów,Łódzkie,2017,480 000 km,2017,Diesel
FUSO,CANTER 9C18,245 877 PLN,Rzeszów,Podkarpackie,2022,15 km,Diesel,2 998 cm3
Scania,Rama Do Zabudowy // MANUAL + PTO // 2009rok,51 000 PLN,Domaradzka Kuźnia,Opolskie,2008,387 000 km,Diesel,8 867 cm3
Volvo,FH 460 / GLOBETROTTER / I-PARK COOL / EURO 5 /,129 900 PLN,Bodzentyn,Świętokrzyskie,2013,619 000 km,Diesel,12 777 cm3
Volvo,FH 460,270 600 PLN,Choroszcz,Podlaskie,2017,755 000 km,2017,Diesel
Volvo,FH,77 000 PLN,Rybnik,Śląskie,2007,1 740 380 km,Diesel,12 777 cm3
MAN,TGX 26.460 ; 26.470 * Firanka * winda *,190 000 PLN,Kotlin,Wielkopolskie,2017,600 000 km,Diesel,12 500 cm3
MAN,TGS / TGX 26.440 * kontener*izoterma*napojówka*bdf*przewierty*przeciski*,99 000 PLN,Kotlin,Wielkopolskie,2010,690 000 km,Diesel,12 500 cm3
Volvo,FH 500 ADR FL,125 000 PLN,Biała Podlaska,Lubelskie,2011,840 000 km,2011,Diesel
MAN,TGS / TGX * izoterma * chłodnia * przewierty * kontener *,140 000 PLN,Kotlin,Wielkopolskie,2011,660 000 km,Diesel,10 518 cm3
Scania,R 450 * G 440 * chłodnia * do zabudowy * przejazdowa,167 000 PLN,Kotlin,Wielkopolskie,2015,700 000 km,Diesel,12 700 cm3
Mercedes-Benz,Actros,119 000 PLN,Biała Podlaska,Lubelskie,2006,690 000 km,2006,Diesel
MAN,TGX 26.440 * 26.480 * HDS * dzwig * HIAB * Palfinger*Atlas *6x2 * budowlanka * Kran *,220 170 PLN,Kotlin,Wielkopolskie,2010,600 000 km,Diesel,10 500 cm3
Volvo,FH 500 DWA ZBIORNIKI,47 900 EUR,Szówsko,Podkarpackie,2017,695 000 km,Diesel,12 777 cm3
MAN,TGX 26.440 * 26.480 * 26.500 * do zabudowy *ADR *EX/III*FL*AT*Cysterna*beczka,140 000 PLN,Kotlin,Wielkopolskie,2015,700 000 km,Diesel,12 500 cm3
Mercedes-Benz,ACTROS 1848 / BIG SPACE / EURO 6 / 2018 R /,169 900 PLN,Bodzentyn,Świętokrzyskie,2018,800 000 km,Diesel,12 809 cm3
Mercedes-Benz,Actros 1845 LS * BigSpace *,299 000 PLN,Garwolin,Mazowieckie,2018,459 549 km,Diesel,12 809 cm3
DAF,CF 75.250,38 130 PLN,Jasienica Dolna,Opolskie,2009,276 000 km,Diesel,9 186 cm3
Iveco,Stralis 500,47 970 PLN,Międzyrzec Podlaski,Lubelskie,2008,937 000 km,2008,Diesel
Volvo,FH  * do zabudowy * BDF-multi *izoterma*Kontener otwierany  * Przewierty,220 000 PLN,Kotlin,Wielkopolskie,2016,690 000 km,Diesel,12 770 cm3
MAN,TGS 18.470 4x2 BL SA,99 900 EUR,Wałcz,Zachodniopomorskie,2023,500 km,2023,Diesel
DAF,XF 460 * HDS *Hiab*Palfinger*Z*,235 000 PLN,Kotlin,Wielkopolskie,2013,700 000 km,Diesel,1 250 cm3
Scania,R310 * 380 * 420,60 000 PLN,Kotlin,Wielkopolskie,2008,770 000 km,Diesel,12 000 cm3
DAF,"XF  480 FT  4X2. ADR AT, FL, EXII, EXIII, zbiorniki 845 + 440l",112 000 EUR,Sosnowiec,Śląskie,2023,5 km,Diesel,12 900 cm3
DAF,XF 480 FT (26819),292 740 PLN,Gdańsk,Pomorskie,2018,476 966 km,2018,Diesel
DAF,XF 480 FT (27279),69 864 EUR,Gdańsk,Pomorskie,2019,401 289 km,2019,Diesel
DAF,XF 480 FT (26765),69 495 EUR,Gdańsk,Pomorskie,2019,387 969 km,2019,Diesel
Mercedes-Benz,Arocs 2045 4x4 (wał) Reduktor Wersja Budowlana z Niemiec,338 250 PLN,Gąbin,Mazowieckie,2016,250 000 km,Diesel,12 508 cm3
DAF,CF 460,152 397 PLN,Siedlce,Mazowieckie,2015,512 047 km,2015,Diesel
SYMEX 10m3,,28 905 EUR,Kielce,Świętokrzyskie,2019,1 km,2019,Diesel
MAN,TGS 26.440 *cysterna do mleka* beczka asenizacyjna*cysterna * Wuko * oś skrętna,166 666 PLN,Kotlin,Wielkopolskie,2016,590 000 km,Diesel,12 500 cm3
MAN,TGX  TGS * izoterma * chłodnia *,230 000 PLN,Kotlin,Wielkopolskie,2015,375 000 km,Diesel,12 500 cm3
Volvo,FMX 450 / 2013r / 8x4 / Hydroburta / Retarder / Niski przebieg,307 377 PLN,Medynia Głogowska,Podkarpackie,2013,376 222 km,2013,Diesel
Volvo,FH 13,61 377 PLN,Międzyrzec Podlaski,Lubelskie,2006,1 160 737 km,Diesel,12 780 cm3
MAN,TGX 18.460,47 847 EUR,Wilno,Wilno,2018,720 000 km,2018,Diesel
Mercedes-Benz,ACTROS 25.45  napojowóz * rama * Podwozie  * 6x2 * bdf *firanka,150 000 PLN,Kotlin,Wielkopolskie,2013,700 000 km,Diesel,12 500 cm3
MAN,TGA 18.480,31 999 PLN,Brześć Kujawski,Kujawsko-pomorskie,2005,1 333 335 km,Diesel,12 816 cm3
MAN,TGS 26.440,553 500 PLN,Turbia,Podkarpackie,2016,424 000 km,Diesel,12 419 cm3
Mercedes-Benz,ACTROS  bez retardera,46 500 EUR,Radomsko,Łódzkie,2018,530 000 km,Diesel,12 809 cm3
Scania,R410 Highline,166 050 PLN,Kalisz,Wielkopolskie,2015,983 783 km,Diesel,12 742 cm3
Volvo,FH 4 ; HDS ; Palfinger ; Fassi ; Hiab ;Atlas ; MKG,298 000 PLN,Kotlin,Wielkopolskie,2015,570 000 km,Diesel,12 800 cm3
Iveco,euro-cargo,15 000 PLN,Głowno,Łódzkie,2000,534 890 km,Diesel,5 861 cm3
MAN,TGX 18.510 / RETARDER / EURO 6 / MEGA,85 900 EUR,Radlin,Śląskie,2021,249 037 km,2021,Diesel
Renault,"GAMA T 480 KM, euro6 STANDARD stan IDEALNY",98 500 PLN,Tomaszów Mazowiecki,Łódzkie,2015,807 000 km,Diesel,12 777 cm3
Volvo,FM 460 / 13 LITROWY / HYDRAULIKA / MAŁY PRZEBIEG / EURO 6 /,219 900 PLN,Bodzentyn,Świętokrzyskie,2017,451 000 km,Diesel,12 777 cm3
Iveco,Daily 72C18  ZANOTTI 600   Salon Polska,239 000 PLN,Kranów,Świętokrzyskie,2018,15 000 km,Diesel,3 000 cm3
Mercedes-Benz,Actros 1845LSnRL Mega Liner,47 970 EUR,Lubicz Górny,Kujawsko-pomorskie,2017,672 115 km,2017,Diesel
Volvo,FH 420 * ADR * Manual *,119 000 PLN,Garwolin,Mazowieckie,2011,1 109 000 km,Diesel,12 777 cm3
MAN,TGX 26.480,170 970 PLN,Kozerki,Mazowieckie,2015,520 000 km,Diesel,12 419 cm3
MAN,TGX 18.510 EG RETARDER,73 000 EUR,Kozerki,Mazowieckie,2020,258 597 km,Diesel,12 419 cm3
Renault,Premium 450DXi,38 000 PLN,Rakszawa,Podkarpackie,2009,1 094 000 km,Diesel,10 837 cm3
Mercedes-Benz,Actros 1848 Retarder / z Francji / Standart,47 900 EUR,Szczęsna,Mazowieckie,2018,564 928 km,2018,Diesel
DAF,"CF 410 / 6X2 / SKRZYNIOWY - 6,5 M / OŚ PODNOSZONA / EURO 6 / Z NIEMIEC /",199 900 PLN,Bodzentyn,Świętokrzyskie,2015,186 000 km,Diesel,12 902 cm3
Mercedes-Benz,Actros 2642LL Low deck rama do zabudowy,142 557 PLN,Kraków,Małopolskie,2015,840 000 km,2015,Diesel
Scania,S500A4X2NA 4 poduszki Retarder Lodówka Navi po kontrakcie serwisowo naprawczym,89 790 EUR,Tarnowo Podgórne,Wielkopolskie,2018,486 287 km,Diesel,12 742 cm3
Scania,S500A4X2NA Retarder Osłony Navi Bogata,89 790 EUR,Tarnowo Podgórne,Wielkopolskie,2018,608 826 km,Diesel,12 742 cm3
MAN,TGA 26.480*6x4*Kipper aluminiowy s3*Hydro burta,119 000 PLN,Michałów-Reginów,Mazowieckie,2004,580 000 km,Diesel,1 196 cm3
Maz 5516,,45 000 PLN,Komorów,Łódzkie,2006,280 000 km,Diesel,11 967 cm3
Scania,R420,45 000 PLN,Warka,Mazowieckie,2006,1 594 522 km,2006,Diesel
Mercedes-Benz,612 DK,19 000 PLN,Prabuty,Pomorskie,1999,356 300 km,1999,Diesel
MAN,TGL 12.250 Firana 18 Palet Idealny,129 900 PLN,Daleszyce,Świętokrzyskie,2014,820 000 km,Diesel,6 800 cm3
Mafi MTL20J BDF Ciągnik terminalowy,,73 800 PLN,Kraków,Małopolskie,2003,10 000 km,Diesel,4 250 cm3
Mercedes-Benz,Actros 2545 BigSpace 2017 NOWA Laweta 2023,325 950 PLN,Kraków,Małopolskie,2017,680 000 km,Diesel,12 809 cm3
Mercedes-Benz,Axor,103 700 PLN,Rawa Mazowiecka,Łódzkie,2011,476 000 km,Diesel,7 201 cm3
DAF,105.410,47 500 PLN,Wolica,Mazowieckie,2008,1 284 500 km,Diesel,12 902 cm3
FUSO,CANTER 7C18,258 915 PLN,Chrostkowo,Kujawsko-pomorskie,2023,50 km,2023,Diesel
Scania,R 410,119 000 PLN,Wolica,Mazowieckie,2015,936 590 km,Diesel,12 742 cm3
Volvo,FH 500 / XXL / NOWE - 2022 R + SCHMITZ-CARGOBULL / FIRANKA STANDARD / NOWA /,158 000 EUR,Bodzentyn,Świętokrzyskie,2022,195 km,Diesel,12 777 cm3
DAF,"XF 460 / ZESTAW TANDEM 120 M3 / FRUEHAUF / 8,2 M + 7,3 M / SZYNA-DESKA / MANUAL / EURO 6 /",179 000 PLN,Bodzentyn,Świętokrzyskie,2014,770 000 km,Diesel,12 902 cm3
MAN,26-464,59 900 PLN,Czersk,Pomorskie,2000,656 543 km,Diesel,12 816 cm3
DAF,XF 106 460 AUTOMAT STANDART EURO6,175 000 PLN,Pilica,Śląskie,2017,590 000 km,2017,Diesel
Volvo,FH 500,293 970 PLN,Młoszowa,Małopolskie,2017,748 000 km,Diesel,12 777 cm3
DAF,XF 460FT,116 850 PLN,Międzyrzecz,Lubuskie,2014,873 794 km,2014,Diesel
Mercedes-Benz,ECONIC 2633,159 000 PLN,Połczyn-Zdrój,Zachodniopomorskie,2012,229 000 km,2012,Diesel
Volvo,FM 450 AUTOMAT EURO 5 HYDRAULIKA,85 900 PLN,Szówsko,Podkarpackie,2011,1 220 000 km,Diesel,10 837 cm3
Renault,T 480 HIGH RETARDER,46 900 EUR,Szówsko,Podkarpackie,2018,682 000 km,Diesel,12 777 cm3
Volvo,FM 450 AUTOMAT EURO 5 HYDRAULIKA,85 900 PLN,Szówsko,Podkarpackie,2011,1 220 000 km,Diesel,10 837 cm3
Scania,R 450 2023 RETARDER KLIMATYZACJA,132 900 EUR,Szówsko,Podkarpackie,2023,360 km,Diesel,12 742 cm3
Scania,R 500 6x2 RETARDER HIAB 111 B-3 HIDUO KLIMA POSTOJOWA PILOT,94 000 EUR,Szówsko,Podkarpackie,2018,505 000 km,Diesel,12 742 cm3
Mercedes-Benz,AROCS 4145 8x6 EURO6 WYWROTKA,135 177 EUR,Dąbrowa,Opolskie,2019,59 180 km,Diesel,12 809 cm3
MAN,TGX 18.460 / XLX / RETARDER / NAVI / EURO 6 / 2019 ROK /,229 000 PLN,Bodzentyn,Świętokrzyskie,2019,536 000 km,Diesel,12 419 cm3
Volvo,FH 500 / XXL / NOWE - 2022 R / I-SAVE /,599 000 PLN,Bodzentyn,Świętokrzyskie,2022,195 km,Diesel,12 777 cm3
Volvo,FH 500 / GLOBETROTTER / EURO 6 /,199 000 PLN,Bodzentyn,Świętokrzyskie,2016,761 000 km,Diesel,12 780 cm3
Scania,R 450 / RETARDER / I-PARK COOL / NAWIGACJA / EURO 6 /,269 000 PLN,Bodzentyn,Świętokrzyskie,2017,726 000 km,Diesel,12 742 cm3
Scania,R 440 / HIGHLINE / RETARDER / HYDRAULIKA / MANUAL / 05.2012 R / EURO 5 /,89 000 PLN,Bodzentyn,Świętokrzyskie,2012,805 000 km,Diesel,12 742 cm3
DAF,XF 480 / SUPER SPACE CAB / RETARDER / I-PARK COOL / EURO 6 / Z NIEMIEC /,249 900 PLN,Bodzentyn,Świętokrzyskie,2018,507 000 km,Diesel,12 902 cm3
Mercedes-Benz,ACTROS 1851 / STREAM SPACE / RETARDER / HYDRAULIKA / I-PARK COOL /  EURO 6  /,135 000 PLN,Bodzentyn,Świętokrzyskie,2014,843 000 km,Diesel,12 809 cm3
DAF,XF 480 / SUPER SPACE CAB / RETARDER / I-PARK COOL / NAVI / Z NIEMIEC / 2019 R /,299 000 PLN,Bodzentyn,Świętokrzyskie,2019,282 000 km,Diesel,12 902 cm3
DAF,CF 440 / NISKI / EURO 6 /,109 900 PLN,Bodzentyn,Świętokrzyskie,2014,499 000 km,Diesel,12 902 cm3
Mercedes-Benz,ACTROS 1845 / STREAM SPACE / LOW DECK / 2019 R / MEGA / POLSKI SALON / EURO 6 /,299 000 PLN,Bodzentyn,Świętokrzyskie,2019,378 000 km,Diesel,12 809 cm3
Volvo,FH 500 / XXL / LOW DECK / 56 TON / PUSHER / 3 OSIE / OŚ PODNOSZONA SKRĘTNA / I PARK COOL / Z NIEMIEC /,339 000 PLN,Bodzentyn,Świętokrzyskie,2018,477 000 km,Diesel,12 777 cm3
Scania,G 450 / NOWY MODEL / RETARDER / NAVI / EURO 6 / 2019 R /,259 000 PLN,Bodzentyn,Świętokrzyskie,2019,733 000 km,Diesel,12 742 cm3
Volvo,FM 420 / 13 LITROWY / HYDRAULIKA / 247 000 KM / EURO 6 /,229 000 PLN,Bodzentyn,Świętokrzyskie,2016,247 000 km,Diesel,12 777 cm3
MAN,TGX 18.480 / XLX / UAL + COMFORTSHIFT / NAVI / EURO 6 /,119 900 PLN,Bodzentyn,Świętokrzyskie,2015,782 000 km,Diesel,12 419 cm3
MAN,TGX 18.580 / D38 / XXL / RETARDER / NAVI / SKÓRY / EURO 6 /,279 900 PLN,Bodzentyn,Świętokrzyskie,2019,453 000 km,Diesel,15 256 cm3
Volvo,FH 500 / NISKIE / HYDRAULIKA / EURO 6 /,215 000 PLN,Bodzentyn,Świętokrzyskie,2015,509 000 km,Diesel,12 777 cm3
Scania,R 490 / RETARDER / TOPLINE / I-PARK COOL / NAVI / EURO 6 /,189 000 PLN,Bodzentyn,Świętokrzyskie,2016,659 000 km,Diesel,12 742 cm3
Scania,R 580 / V8 / TOPLINE / RETARDER /  I-PARK COOL / NAVI / EURO 6 /,289 000 PLN,Bodzentyn,Świętokrzyskie,2016,507 000 km,Diesel,16 353 cm3
DAF,XF 530 / SUPER SPACE CAB / RETARDER / NAVI / I-PARK COOL / WYJĄTKOWY / 12.2020 R /,349 900 PLN,Bodzentyn,Świętokrzyskie,2020,257 000 km,Diesel,12 902 cm3
DAF,XF 480 / SUPER SPACE CAB / RETARDER / I-PARK COOL / Z NIEMIEC / EURO 6 /,269 000 PLN,Bodzentyn,Świętokrzyskie,2019,487 000 km,Diesel,12 902 cm3
DAF,CF 460 / NISKI / RETARDER / HYDRAULIKA / EURO 6 / MAŁY PRZEBIEG /,159 900 PLN,Bodzentyn,Świętokrzyskie,2016,296 000 km,Diesel,12 902 cm3
MAN,TGS 18.470 / NISKI / RETARDER / HYDRAULIKA / NAVI / WAGA: 6 900 KG / 12.2020 R /,379 900 PLN,Bodzentyn,Świętokrzyskie,2020,143 000 km,Diesel,12 419 cm3
MAN,TGX 18.560 / D38 / XXL / RETARDER / EURO 6 /,169 000 PLN,Bodzentyn,Świętokrzyskie,2016,542 000 km,Diesel,15 256 cm3
Volvo,FH 540 / XXL / PUSHER / 3 OSIE / 60 TON /  6X2 / OŚ SKRĘTNA I PODNOSZONA /,299 000 PLN,Bodzentyn,Świętokrzyskie,2017,529 000 km,Diesel,12 777 cm3
Scania,R 410 / RETARDER / I-PARK COOL /  EURO 6 /,249 000 PLN,Bodzentyn,Świętokrzyskie,2017,605 000 km,Diesel,12 742 cm3
DAF,XF 510 / SPACE CAB / HYDRAULIKA / EURO 6 /,159 900 PLN,Bodzentyn,Świętokrzyskie,2017,526 000 km,Diesel,12 902 cm3
DAF,XF 480 / SPACE CAB / I-PARK COOL / EURO 6 / 2019 R /,199 000 PLN,Bodzentyn,Świętokrzyskie,2019,571 000 km,Diesel,12 902 cm3
MAN,TGX 18.480 / XLX / I-PARK COOL / EURO 6 /,119 000 PLN,Bodzentyn,Świętokrzyskie,2014,830 000 km,Diesel,12 419 cm3
DAF,XF 480 / SPACE CAB / I-PARK COOL / EURO 6 / 2019 R /,199 000 PLN,Bodzentyn,Świętokrzyskie,2019,571 000 km,Diesel,12 902 cm3
DAF,XF 480 / SUPER SPACE CAB / RETARDER / I-PARK COOL / EURO 6 /,188 000 PLN,Bodzentyn,Świętokrzyskie,2017,601 000 km,Diesel,12 902 cm3
Volvo,FH 500 / XXL / 6X2 / BOOGIE / 60 TON / 3 OSIE / OŚ PODNOSZONA / 60 TON / MAŁY PRZEBIEG / 2019 R /,359 900 PLN,Bodzentyn,Świętokrzyskie,2019,353 000 km,Diesel,12 777 cm3
Mercedes-Benz,ACTROS 1848 / HYDRAULIKA / EURO 6 /,179 900 PLN,Bodzentyn,Świętokrzyskie,2017,488 000 km,Diesel,12 809 cm3
Scania,R 450 / LOW DECK / RETARDER / I-PARK COOL / MEGA / NAVI / Z NIEMIEC / EURO 6 / 2018 R /,289 900 PLN,Bodzentyn,Świętokrzyskie,2018,653 000 km,Diesel,12 742 cm3
Scania,R 450 / HIGHLINE / RETARDER / HYDRAULIKA / I-PARK COOL /  NAVI / EURO 6 /,219 000 PLN,Bodzentyn,Świętokrzyskie,2017,636 000 km,Diesel,12 742 cm3
Mercedes-Benz,ACTROS 1845 / STREAM SPACE / EURO 6 /,129 900 PLN,Bodzentyn,Świętokrzyskie,2016,738 000 km,Diesel,12 809 cm3
DAF,XF 510 / SPACE CAB / RETARDER / HYDRAULIKA / EURO 6 /,184 377 PLN,Bodzentyn,Świętokrzyskie,2015,492 000 km,Diesel,12 902 cm3
Scania,R 450 / RETARDER / NAVI /  PEŁNY ADR / 2021 R /,105 000 EUR,Bodzentyn,Świętokrzyskie,2021,241 000 km,Diesel,12 742 cm3
Volvo,FH 500 / I-PARK COOL / MAŁY PRZEBIEG / EURO 6 /,299 900 PLN,Bodzentyn,Świętokrzyskie,2017,293 000 km,Diesel,12 777 cm3
Volvo,FM 460 / 13 LITROWY / HYDRAULIKA / MAŁY PRZEBIEG / EURO 6 /,229 000 PLN,Bodzentyn,Świętokrzyskie,2017,477 000 km,Diesel,12 777 cm3
Scania,R 450 / TOPLINE / RETARDER / EURO 6 / NAVI /,159 900 PLN,Bodzentyn,Świętokrzyskie,2016,962 000 km,Diesel,12 742 cm3
DAF,FT 480 XF,62 500 EUR,Mogilany,Małopolskie,2019,377 000 km,Diesel,12 902 cm3
DAF,XF 450 FT LOW-DECK,44 900 EUR,Mogilany,Małopolskie,2018,470 433 km,2018,Diesel
DAF,XF 480 FT,52 500 EUR,Mogilany,Małopolskie,2019,384 000 km,Diesel,12 902 cm3
DAF,XF 460 FT,164 900 PLN,Mogilany,Małopolskie,2016,728 000 km,Diesel,12 902 cm3
DAF,XF 460 FT,164 900 PLN,Mogilany,Małopolskie,2016,751 178 km,Diesel,12 902 cm3
MAN,TGS 41.440,224 000 PLN,Mogilany,Małopolskie,2008,467 125 km,2008,Diesel
DAF,XF 480 FT,52 500 EUR,Mogilany,Małopolskie,2019,397 085 km,Diesel,12 902 cm3
DAF,XF 480 FT,54 900 EUR,Mogilany,Małopolskie,2018,448 069 km,2018,Diesel
DAF,XF 460 FAR,185 000 PLN,Mogilany,Małopolskie,2014,1 239 000 km,Diesel,12 902 cm3
DAF,XF 460 FT,180 000 PLN,Mogilany,Małopolskie,2017,603 789 km,Diesel,12 902 cm3
DAF,XF 480 FT,51 000 EUR,Mogilany,Małopolskie,2019,430 000 km,Diesel,12 902 cm3
DAF,LF 210 FA,52 500 EUR,Mogilany,Małopolskie,2018,414 735 km,Diesel,4 500 cm3
DAF,XF 480 FT,64 400 EUR,Mogilany,Małopolskie,2018,365 800 km,Diesel,12 902 cm3
DAF,XF 480 FT,60 900 EUR,Mogilany,Małopolskie,2018,433 000 km,Diesel,12 902 cm3
DAF,FT 460 XF,172 900 PLN,Mogilany,Małopolskie,2017,661 381 km,Diesel,12 902 cm3
MAN,TGX 18.440,129 900 PLN,Mogilany,Małopolskie,2016,768 000 km,Diesel,12 419 cm3
DAF,FT 480 XF,65 900 EUR,Mogilany,Małopolskie,2019,434 689 km,Diesel,12 902 cm3
DAF,XF 480 FT,65 900 EUR,Mogilany,Małopolskie,2019,373 000 km,Diesel,12 902 cm3
DAF,XF 480 FT,46 900 EUR,Mogilany,Małopolskie,2018,697 000 km,Diesel,12 902 cm3
MAN,"TGX 26400 HAKOWIEC, HDS, ADR",332 000 PLN,Sompolno,Wielkopolskie,2015,352 000 km,Diesel,10 580 cm3
DAF,XF 480 FT (SSC) LOW DECK,78 474 EUR,Sosnowiec,Śląskie,2020,362 777 km,Diesel,12 902 cm3
DAF,XF 480 FT,46 500 EUR,Sobiekursk,Mazowieckie,2018,643 000 km,Diesel,12 902 cm3
Renault,MIDLUM 300 DXI SPROWADZONE,51 000 PLN,Sompolno,Wielkopolskie,2012,570 000 km,2012,Diesel
MAN,"TGX18 480 Hydraulika, Sprowadzony",140 000 PLN,Sompolno,Wielkopolskie,2015,520 000 km,2015,Diesel
MAN,"TGX 26460 Sprowadzony, Meiller",325 000 PLN,Sompolno,Wielkopolskie,2018,520 000 km,Diesel,12 480 cm3
Iveco,Daily Kapena- 35 Miejsc,169 000 PLN,Dorotowo,Warmińsko-mazurskie,2013,196 800 km,Diesel,2 998 cm3
